candidate_id,source,parent_event_id,charge,x_hit_m,slope_rad,energy_gev
789.0,signal_electron,3024.0,-1.0,0.04832435488761628,0.014556911399938815,0.20106320199124897
790.0,signal_electron,3038.0,1.0,-0.11081892805300718,-0.02880834903304512,0.1399235420268694
791.0,signal_electron,3038.0,-1.0,0.11081892805300718,0.02880834903304512,0.1754315932086744
792.0,signal_electron,3044.0,1.0,0.03507669162502626,0.021799261033515423,0.19708497505591754
793.0,signal_electron,3044.0,-1.0,-0.03507669162502626,-0.021799261033515423,0.19748501587962858
794.0,signal_electron,3051.0,1.0,-0.03388594172294034,-0.02047754679728085,0.2217846937621722
795.0,signal_electron,3051.0,-1.0,0.03388594172294034,0.02047754679728085,0.24244495886311535
796.0,signal_electron,3053.0,1.0,0.052502820579521686,0.013847829470469655,0.20642075169319415
797.0,signal_electron,3053.0,-1.0,-0.052502820579521686,-0.013847829470469655,0.22230406444841522
798.0,signal_electron,3054.0,1.0,0.027143686841481673,0.010282731826480032,0.25578519114877046
799.0,signal_electron,3054.0,-1.0,-0.027143686841481673,-0.010282731826480032,0.2076700869474366
800.0,signal_electron,3059.0,1.0,0.011432810492176372,0.018067139285038898,0.19338619519949835
801.0,signal_electron,3059.0,-1.0,-0.011432810492176372,-0.018067139285038898,0.22634730167707143
802.0,signal_electron,3063.0,1.0,-0.011506710624106352,-0.009591590704880913,0.19496400910208647
803.0,signal_electron,3063.0,-1.0,0.011506710624106352,0.009591590704880913,0.1757044044320517
804.0,signal_electron,3101.0,1.0,0.06982723025597819,0.017528956956226402,0.1991878824823077
805.0,signal_electron,3101.0,-1.0,-0.06982723025597819,-0.017528956956226402,0.20504338245787682
806.0,signal_electron,3105.0,1.0,-0.005739873286512797,-0.006659964115342374,0.17428768301108277
807.0,signal_electron,3105.0,-1.0,0.005739873286512797,0.006659964115342374,0.2729690703940195
808.0,signal_electron,3117.0,1.0,0.08588113540357267,0.018760331309629962,0.1476463764343264
809.0,signal_electron,3117.0,-1.0,-0.08588113540357267,-0.018760331309629962,0.21295359177610296
810.0,signal_electron,3125.0,1.0,-0.0754776013299275,-0.025764802629323635,0.2363371183982418
811.0,signal_electron,3125.0,-1.0,0.0754776013299275,0.025764802629323635,0.18943740015754965
812.0,signal_electron,3132.0,1.0,0.05989198195386776,0.02001839190777389,0.21534136814674798
813.0,signal_electron,3132.0,-1.0,-0.05989198195386776,-0.02001839190777389,0.2610423989136484
814.0,signal_electron,3149.0,1.0,-0.03147517546374494,-0.02585501136243628,0.18204633853463215
815.0,signal_electron,3149.0,-1.0,0.03147517546374494,0.02585501136243628,0.18557844998482245
816.0,signal_electron,3173.0,1.0,0.022121427663552445,0.009018360079330176,0.13280196989924295
817.0,signal_electron,3173.0,-1.0,-0.022121427663552445,-0.009018360079330176,0.17456247631492833
818.0,signal_electron,3180.0,1.0,-0.046682717676526736,-0.016405742021742428,0.23930116079474473
819.0,signal_electron,3180.0,-1.0,0.046682717676526736,0.016405742021742428,0.17790845657508603
820.0,signal_electron,3198.0,1.0,0.1244611055056485,0.0314232724907119,0.0724272990090471
821.0,signal_electron,3198.0,-1.0,-0.1244611055056485,-0.0314232724907119,0.08712076122192122
822.0,signal_electron,3227.0,1.0,-0.06708145144387533,-0.017533531111765605,0.21288264584581781
823.0,signal_electron,3227.0,-1.0,0.06708145144387533,0.017533531111765605,0.18266280078458408
824.0,signal_electron,3239.0,1.0,0.07734214098113669,0.018174375821580435,0.12293362503280084
825.0,signal_electron,3239.0,-1.0,-0.07734214098113669,-0.018174375821580435,0.17424089359699563
826.0,signal_electron,3252.0,1.0,0.02798707070908744,0.006674213653024848,0.23366477101778554
827.0,signal_electron,3252.0,-1.0,-0.02798707070908744,-0.006674213653024848,0.22623434707294277
828.0,signal_electron,3253.0,1.0,-0.09126990898974988,-0.020958385313103928,0.22723460397231993
829.0,signal_electron,3253.0,-1.0,0.09126990898974988,0.020958385313103928,0.18035591494560632
830.0,signal_electron,3256.0,1.0,-0.0025132551104143286,-0.0021107014224510576,0.14549478608730604
831.0,signal_electron,3256.0,-1.0,0.0025132551104143286,0.0021107014224510576,0.12960877503460702
832.0,signal_electron,3261.0,1.0,-0.0490706594836287,-0.013808673346120591,0.16843468336290263
833.0,signal_electron,3261.0,-1.0,0.0490706594836287,0.013808673346120591,0.18765680417770128
834.0,signal_electron,3268.0,1.0,-0.08512029285161046,-0.028679753100513093,0.18497914058531814
835.0,signal_electron,3268.0,-1.0,0.08512029285161046,0.028679753100513093,0.21173821839134394
836.0,signal_electron,3275.0,1.0,0.019451977087306813,0.014637710017696134,0.2066906688185396
837.0,signal_electron,3275.0,-1.0,-0.019451977087306813,-0.014637710017696134,0.17775124647574267
838.0,signal_electron,3293.0,1.0,0.03310565468122848,0.01795592898239387,0.28107005591813694
839.0,signal_electron,3293.0,-1.0,-0.03310565468122848,-0.01795592898239387,0.19023426241883723
840.0,signal_electron,3298.0,1.0,0.061729695149042065,0.019863547567542886,0.24537412553118762
